25298.765;7882.927;580.210
25188.897;7901.378;574.104
25188.329;7287.764;572.127
25188.329;7287.764;572.127
25188.328;7287.729;572.122
25335.502;7202.357;580.560
25299.974;7197.147;580.521
25317.035;7121.605;542.837
25371.697;7121.497;534.649
25371.697;7121.497;534.649
25388.207;7171.460;571.708
25388.207;7171.460;571.708
25388.388;7207.555;538.187
25389.032;7886.888;541.701
25389.143;7886.262;569.911
25389.912;8527.380;542.608
25389.912;8527.380;542.608
25389.945;8535.293;571.779
25564.609;8519.533;508.674
25390.605;9230.612;569.007
25390.665;9228.422;543.619
25390.665;9228.422;543.619
25565.381;9227.697;499.327
25379.649;10128.589;230.522
25362.928;10323.009;214.449
25362.962;10323.021;214.417
25377.767;5843.156;230.425
25377.767;5843.156;230.425
25348.764;5841.008;230.380
25348.764;5841.008;230.380
25360.006;5820.408;210.041
25360.006;5820.408;210.041
25388.493;5834.310;175.522
25338.076;5854.379;182.104
24122.326;5852.307;230.046
24122.326;5852.307;230.046
24094.206;5857.389;229.961
24082.964;5851.636;165.268
24082.953;5851.633;165.260
24105.103;5826.419;187.809
24132.510;5847.352;184.830
22864.517;5842.318;230.279
22837.178;5847.383;230.275
22826.898;5838.329;179.633
22876.744;5842.561;179.834
22848.172;5824.464;202.313
22848.172;5824.464;202.313
22848.172;5824.464;202.313
21581.734;5839.882;230.447
21612.770;5835.131;230.034
21612.770;5835.131;230.034
21622.496;5835.609;179.463
21573.121;5829.700;188.059
21600.021;5819.601;201.396
20335.006;5820.779;200.928
20335.030;5820.771;200.898
20354.306;5844.255;230.177
20325.173;5843.354;230.356
20315.229;5837.561;182.740
20364.780;5830.765;181.684
19071.654;5832.919;230.132
19071.654;5832.919;230.132
19071.643;5832.916;230.134
19095.930;5834.931;230.051
19084.192;5819.872;197.656
19058.658;5834.925;182.431
19058.666;5834.906;182.430
19058.666;5834.906;182.430
19107.877;5834.877;177.267
17814.109;5839.078;229.967
17846.645;5839.085;230.150
17846.640;5839.082;230.141
17852.482;5846.245;185.128
17852.479;5846.255;185.126
17852.479;5846.255;185.126
17802.576;5847.137;179.833
17802.576;5847.137;179.833
17802.548;5847.112;179.820
17837.048;10292.892;230.409
17808.364;10295.768;230.131
17808.364;10295.768;230.131
17848.009;10302.508;182.640
17798.223;10305.158;176.192
17824.843;10324.979;192.790
17824.835;10324.982;192.774
17826.909;10325.216;183.794
19087.876;10327.796;184.343
19087.878;10327.787;184.326
19087.878;10327.787;184.326
19101.466;10283.402;230.249
19101.466;10283.402;230.249
19072.497;10299.018;230.443
19108.679;10315.147;179.565
19099.793;10303.979;230.302
19099.793;10303.979;230.302
19071.043;10311.225;230.487
19071.043;10311.225;230.487
19059.157;10307.773;178.911
20357.436;10311.955;230.112
20323.838;10315.180;230.065
20364.833;10309.560;177.962
20315.336;10315.592;178.205
20335.020;10323.274;209.500
21613.800;10307.429;229.987
21587.587;10315.405;230.040
21621.597;10313.518;178.750
21571.861;10313.176;178.320
21599.361;10327.531;208.445
22865.549;10317.137;230.320
22865.578;10317.239;230.325
22838.085;10317.208;230.449
22876.901;10320.714;173.659
22827.278;10311.852;184.166
22827.278;10311.852;184.166
22857.957;10332.545;215.125
22857.957;10332.545;215.125
24123.887;10317.755;230.219
24095.575;10314.018;230.217
24133.574;10316.388;187.234
24133.552;10316.398;187.266
24083.634;10318.172;179.981
24108.170;10333.917;209.895
24217.601;9675.021;218.072
24233.445;9724.774;179.837
24212.970;9684.372;229.759
24212.970;9684.372;229.759
24221.263;9715.932;229.798
24237.379;7877.111;230.149
24241.688;7908.552;230.067
24234.515;7867.988;176.420
24218.269;7917.833;174.645
23997.281;6862.907;229.711
23997.281;6862.907;229.711
23997.281;6862.907;229.711
23997.284;6862.927;229.708
23993.261;6892.144;229.617
24001.813;6902.559;180.475
24001.813;6902.559;180.475
23988.519;6853.045;188.071
23988.519;6853.045;188.071
23986.487;9142.536;230.001
23986.487;9142.536;230.001
23977.827;9171.735;229.844
23977.818;9171.726;229.839
23956.420;9182.663;177.924
23956.420;9182.663;177.924
23981.812;9134.336;189.648
22912.564;9145.176;228.787
22920.902;9176.007;228.654
22970.452;9134.348;182.704
22970.438;9134.394;182.761
22968.044;9184.001;177.110
22968.044;9184.001;177.110
22920.676;6885.985;230.260
22928.683;6857.153;230.273
22975.682;6848.239;182.691
22957.629;6898.043;185.089
22866.290;4435.354;755.074
22838.188;4469.800;721.376
22838.188;4469.800;721.376
22838.188;4469.800;721.376
22838.174;4469.800;721.372
22826.892;4441.834;704.033
22827.898;3338.046;709.325
22681.037;3226.813;728.181
22865.179;3334.671;754.813
22842.461;3214.179;702.579
24243.305;3215.997;691.697
24280.456;3252.262;725.620
24123.792;3335.335;754.897
24123.792;3335.335;754.897
24041.878;3224.092;754.956
24132.854;3357.397;699.450
24132.854;3357.397;699.450
24132.854;3357.397;699.450
24132.832;3357.401;699.453
24132.832;3357.401;699.453
24120.662;4434.290;755.030
24096.591;4471.068;727.396
24132.861;4429.067;702.907
24132.862;4429.061;702.901
24031.703;4470.910;707.657
24023.390;4431.295;755.042
24023.390;4431.295;755.042
24023.035;4462.386;755.254
24051.629;4421.398;711.468
24051.629;4421.398;711.468
24022.791;3857.427;754.855
24022.791;3857.427;754.855
24044.709;3827.093;755.027
24034.185;3867.182;704.506
24058.178;3817.832;706.234
22931.075;4431.042;754.875
22931.075;4431.042;754.875
22918.494;4462.632;755.100
22904.258;4469.959;710.041
22912.978;4420.640;700.285
22912.983;4420.619;700.253
22912.983;4420.619;700.253
22901.566;3855.554;754.653
22901.566;3855.554;754.653
22901.586;3855.551;754.648
22907.565;3827.984;754.678
22889.737;3867.371;704.326
22912.567;3817.349;702.477
22926.795;3264.977;709.554
22926.795;3264.977;709.554
22926.795;3264.977;709.554
22926.795;3264.977;709.554
22926.770;3264.965;709.548
22926.770;3264.965;709.548
22926.770;3264.965;709.548
23937.624;3265.294;701.436
23937.624;3265.294;701.436
23937.670;3265.283;701.437
23937.670;3265.283;701.437
23937.670;3265.283;701.437
23937.670;3265.283;701.437
23387.614;3250.410;754.833
23394.976;3225.275;754.867
21543.033;3256.595;754.925
21538.907;3229.536;754.938
21515.802;3266.978;704.051
21497.780;3217.809;705.376
20388.486;3216.742;710.983
20401.160;3266.260;714.328
20371.862;3226.444;755.010
20375.815;3257.858;754.892
20383.490;4077.135;754.971
20385.000;4108.237;754.845
20385.000;4108.237;754.845
20385.000;4108.237;754.845
20385.000;4108.237;754.845
20384.222;4117.272;703.493
20384.348;4117.301;704.424
20390.114;4066.994;700.407
21518.448;4103.838;754.501
21527.151;4073.838;754.636
21524.920;4066.724;708.071
21522.636;4116.786;701.006
21546.119;3256.928;754.928
21543.698;3227.991;754.970
21530.047;3266.994;700.662
21528.036;3217.351;710.771
21619.675;3236.954;711.046
21612.028;3217.745;640.601
20325.849;3277.527;754.995
20325.849;3277.527;754.995
20356.931;3308.020;755.025
20356.925;3308.011;755.031
20314.613;3258.829;706.209
20314.613;3258.829;706.209
20314.624;3258.845;706.216
20364.076;3339.610;707.840
20324.977;4589.547;755.055
20353.411;4550.738;754.917
20313.516;4578.254;709.928
20313.516;4578.254;709.928
20363.997;4574.517;703.033
21619.810;4614.685;701.327
21606.800;4604.868;754.853
21579.839;4592.436;754.880
21569.807;4596.416;704.100
21619.739;4596.450;708.892
21619.742;4596.470;708.886
21619.742;4596.470;708.886
21581.597;4816.729;183.850
21568.659;4805.794;212.954
21617.904;4797.704;211.056
21578.481;4788.082;254.946
21604.732;4749.229;254.932
21604.732;4749.229;254.932
21604.738;4749.230;254.936
20323.704;4787.981;255.032
20323.704;4787.981;255.032
20352.024;4785.359;254.901
20352.024;4785.359;254.901
20362.879;4770.508;191.780
20333.288;4816.464;225.526
20333.288;4816.464;225.526
20312.416;4797.573;197.534
20312.416;4797.573;197.534
20326.391;4634.702;684.724
20326.391;4634.702;684.724
21605.861;4635.598;677.835
21605.861;4635.598;677.835
23194.372;11511.144;230.314
23194.372;11511.144;230.314
23200.114;11481.092;230.147
23200.114;11481.092;230.147
23200.100;11481.077;230.161
23200.100;11481.077;230.161
23200.100;11481.077;230.161
23200.341;11519.268;183.156
23206.195;11469.477;182.579
23206.177;11469.477;182.580
18794.366;11479.761;230.404
18794.366;11479.761;230.404
18802.993;11505.617;230.254
18802.993;11505.570;230.258
18802.993;11505.570;230.258
18810.688;11469.367;191.561
18810.688;11469.367;191.561
18810.688;11469.367;191.561
18810.688;11469.367;191.561
18810.632;11469.411;191.601
18810.632;11469.411;191.601
18793.538;11518.987;172.160
18715.050;11490.140;202.280
18715.050;11490.140;202.280
18715.036;11490.175;202.240
23217.498;11504.928;202.319
25430.756;13709.487;1985.055
25428.380;13708.532;192.191
25428.380;13708.532;192.191
25415.468;13647.213;499.510
25415.468;13647.213;499.510
25420.585;13648.941;2034.998
25420.574;13648.945;2035.001
25420.556;13648.944;2035.009
25420.556;13648.944;2035.009
25420.556;13648.944;2035.009
25420.556;13648.944;2035.009
25420.556;13648.944;2035.009
25420.551;13648.946;2035.003
25420.551;13648.946;2035.003
25426.528;14963.389;9.695
25426.528;14963.389;9.695
25429.533;13768.759;2091.055
20428.830;13658.272;2685.787
20433.297;13654.452;2523.893
20433.297;13654.452;2523.893
20410.647;13644.391;145.261
20410.647;13644.391;145.261
20410.642;13644.388;145.231
20410.642;13644.388;145.231
15412.728;14967.495;18.203
15433.076;13768.171;2096.865
15433.107;13768.152;2096.818
15428.281;13699.806;1468.006
15436.201;13648.795;1527.875
18071.007;10062.096;-25.579
19737.831;10195.604;-26.498
19737.831;10195.604;-26.498
19737.831;10195.604;-26.498
20997.293;10214.202;-27.237
20997.293;10214.202;-27.237
20997.293;10214.202;-27.237
20997.278;10214.221;-27.233
20997.278;10214.221;-27.233
22253.896;10256.843;-27.227
22253.896;10256.843;-27.227
22253.906;10256.793;-27.232
23548.927;10327.320;-26.590
24791.612;10325.036;-29.807
24721.120;5891.437;-32.828
24721.120;5891.437;-32.828
23438.018;5784.663;-31.154
23438.018;5784.663;-31.154
23438.024;5784.673;-31.150
22276.900;6023.871;-29.837
22276.898;6023.878;-29.842
20954.465;5973.323;-29.757
20954.465;5973.323;-29.757
20954.465;5973.323;-29.757
19705.844;5894.227;-26.706
18521.976;6035.151;-26.857
18957.008;4106.380;749.355
18957.008;4106.380;749.355
18984.081;3350.546;755.680
18830.892;3985.709;1174.689
18830.892;3985.709;1174.689
18830.896;3985.754;1174.676
18451.411;4007.201;1181.556
17851.206;3991.780;1180.483
16568.399;4074.100;746.055
16606.964;2482.496;747.761
16635.840;1714.264;974.160
16635.919;1714.321;974.151
17403.592;2502.337;745.372
17403.592;2502.337;745.372
17400.238;3297.255;750.454
17400.258;3297.260;750.452
20626.533;-1.553;1892.400
20626.506;-1.546;1892.382
20626.491;-1.548;1892.387
21877.318;-3.122;1890.467
21877.318;-3.122;1890.467
20624.332;5.037;2342.765
21874.580;2.828;2341.202
21874.580;2.828;2341.202
21874.530;2.805;2341.153
21874.530;2.805;2341.153
21873.949;-9.028;1434.302
20624.866;-6.397;1437.014
