Time	Tip Location
11:46:54	24081.553;5880.299;231.333
11:46:54	24081.553;5880.299;231.333
11:46:55	24081.553;5880.299;231.333
11:46:55	24081.552;5880.268;231.355
11:46:58	24081.793;5888.250;193.661
11:46:59	24081.793;5888.250;193.661
11:46:59	24081.793;5888.250;193.661
11:46:59	24081.827;5888.321;193.680
11:46:59	24081.827;5888.321;193.680
12:04:11	22873.716;7404.324;244.391
12:04:11	22873.716;7404.324;244.391
12:04:12	22873.717;7404.323;244.391
12:04:12	22873.717;7404.323;244.391
12:04:18	22841.702;7474.918;244.671
12:04:18	22841.702;7474.918;244.671
12:04:18	22841.702;7474.926;244.670
12:04:48	22869.221;6115.097;244.503
12:04:48	22869.221;6115.097;244.503
12:04:48	22869.213;6115.106;244.507
12:04:48	22869.213;6115.106;244.507
12:05:06	22868.295;5917.035;244.723
12:05:06	22868.295;5917.035;244.723
12:05:06	22868.280;5917.083;244.739
12:05:09	22838.178;5956.310;245.052
12:05:09	22838.178;5956.310;245.052
12:05:10	22838.196;5956.289;245.037
12:05:10	22838.196;5956.289;245.037
12:05:14	22879.884;5868.659;234.689
12:05:14	22879.862;5868.669;234.701
12:05:18	22879.159;5855.884;182.176
12:05:18	22879.164;5855.879;182.177
12:05:18	22879.162;5855.864;182.182
12:05:33	22829.434;5850.850;201.050
12:05:37	22828.681;5871.023;155.167
12:05:37	22828.681;5871.023;155.167
12:05:38	22828.670;5871.021;155.151
12:05:38	22828.677;5871.017;155.161
12:05:38	22828.677;5871.017;155.161
12:05:42	22829.265;5887.415;235.728
12:05:42	22829.266;5887.417;235.733
12:06:29	22866.476;10099.056;244.368
12:06:29	22866.474;10099.059;244.370
12:06:29	22866.474;10099.059;244.370
12:06:29	22866.473;10099.057;244.370
12:06:34	22839.927;10264.082;244.719
12:06:34	22839.927;10264.082;244.719
12:06:34	22839.927;10264.082;244.719
12:06:35	22839.914;10264.080;244.716
12:06:35	22839.914;10264.080;244.716
12:06:35	22839.914;10264.080;244.716
12:06:35	22839.919;10264.055;244.719
12:06:35	22839.919;10264.055;244.719
12:06:38	22866.987;10274.991;244.616
12:06:38	22866.987;10274.991;244.616
12:06:38	22866.991;10274.983;244.633
12:06:42	22834.323;10036.295;244.739
12:06:42	22834.323;10036.295;244.739
12:06:42	22834.279;10036.243;244.738
12:06:42	22834.278;10036.230;244.738
12:06:47	22877.275;10256.754;232.857
12:06:47	22877.275;10256.754;232.857
12:06:47	22877.275;10256.754;232.857
12:06:47	22877.275;10256.754;232.857
12:06:52	22876.507;10266.640;188.907
12:06:52	22876.507;10266.640;188.907
12:06:52	22876.489;10266.616;188.947
12:06:52	22876.498;10266.593;188.942
12:06:53	22876.498;10266.593;188.942
12:06:58	22827.304;10244.934;199.056
12:06:58	22827.298;10244.944;199.039
12:07:00	22827.578;10250.928;232.325
12:07:00	22827.578;10250.928;232.325
12:07:00	22827.578;10250.928;232.325
12:07:00	22827.601;10250.910;232.343
12:07:01	22827.613;10250.887;232.333
12:07:01	22827.613;10250.887;232.333
12:08:31	21581.824;10133.204;244.179
12:08:31	21581.824;10133.204;244.179
12:09:06	21605.845;10228.059;244.361
12:09:06	21605.845;10228.059;244.361
12:09:06	21605.845;10228.059;244.361
12:09:06	21605.845;10228.059;244.361
12:09:10	21614.330;10013.494;244.367
12:09:14	21578.861;10006.475;244.383
12:09:14	21578.843;10006.466;244.380
12:09:14	21578.843;10006.466;244.380
12:09:14	21578.843;10006.466;244.380
12:09:19	21577.954;10132.255;244.493
12:09:19	21577.954;10132.255;244.493
12:10:30	21612.122;8795.095;244.396
12:10:30	21612.117;8795.103;244.396
12:10:30	21612.117;8795.103;244.396
12:10:30	21612.111;8795.109;244.397
12:10:37	21577.595;8702.077;244.406
12:10:37	21577.574;8702.080;244.404
12:10:37	21577.574;8702.080;244.404
12:10:37	21577.574;8702.080;244.404
12:10:37	21577.576;8702.043;244.407
12:10:37	21577.576;8702.043;244.407
12:10:37	21577.576;8702.043;244.407
12:11:47	21606.884;7404.603;244.417
12:11:47	21606.884;7404.603;244.417
12:11:47	21606.884;7404.603;244.417
12:11:48	21606.874;7404.627;244.431
12:11:48	21606.874;7404.627;244.431
12:11:52	21578.464;7428.912;244.633
12:11:52	21578.464;7428.912;244.633
12:11:52	21578.464;7428.912;244.633
12:11:52	21578.445;7428.888;244.635
12:11:53	21578.446;7428.883;244.634
12:11:53	21578.446;7428.883;244.634
12:12:21	21582.308;5999.919;244.371
12:12:21	21582.300;5999.930;244.369
12:12:22	21582.300;5999.930;244.369
12:12:25	21611.991;5993.223;244.355
12:12:25	21611.967;5993.221;244.351
12:12:25	21611.967;5993.221;244.351
12:12:28	21571.333;5872.905;233.387
12:12:28	21571.328;5872.863;233.404
12:12:28	21571.328;5872.863;233.404
12:12:28	21571.315;5872.869;233.384
12:12:28	21571.315;5872.869;233.384
12:12:29	21571.315;5872.869;233.384
12:12:29	21571.313;5872.896;233.378
12:12:29	21571.313;5872.896;233.378
12:12:37	21620.945;5906.240;198.092
12:12:43	21582.712;6110.882;244.524
12:12:47	21612.505;5865.896;244.384
12:20:55	20323.084;10036.231;244.258
12:20:55	20323.084;10036.231;244.258
12:20:55	20323.073;10036.208;244.263
12:20:56	20323.073;10036.208;244.263
12:20:56	20323.065;10036.194;244.263
12:20:56	20323.065;10036.194;244.263
12:21:03	20326.828;10032.812;244.287
12:21:03	20326.828;10032.812;244.287
12:21:03	20326.835;10032.804;244.287
12:21:07	20323.907;10201.498;244.424
12:21:07	20323.907;10201.498;244.424
12:21:07	20323.907;10201.498;244.424
12:21:07	20323.907;10201.498;244.424
12:21:07	20323.907;10201.498;244.424
12:21:08	20323.932;10201.474;244.419
12:21:08	20323.932;10201.474;244.419
12:21:08	20323.947;10201.457;244.424
12:21:11	20355.109;10211.942;244.220
12:21:11	20355.109;10211.942;244.220
12:21:16	20316.125;10281.555;234.683
12:21:16	20316.107;10281.590;234.665
12:21:16	20316.107;10281.590;234.665
12:21:16	20316.107;10281.590;234.665
12:21:16	20316.107;10281.590;234.665
12:21:17	20316.107;10281.590;234.665
12:21:17	20316.079;10281.632;234.633
12:21:17	20316.079;10281.632;234.633
12:21:23	20315.437;10286.956;190.750
12:21:34	20363.215;10304.820;198.082
12:21:34	20363.215;10304.820;198.082
12:21:47	20363.198;10298.203;237.650
12:22:31	20329.956;8722.725;244.428
12:22:31	20330.022;8722.725;244.425
12:22:32	20330.022;8722.725;244.425
12:22:32	20330.022;8722.725;244.425
12:22:32	20330.022;8722.725;244.425
12:22:32	20330.022;8722.725;244.425
12:22:32	20330.024;8722.721;244.422
12:22:32	20330.024;8722.721;244.422
12:22:33	20330.028;8722.723;244.420
12:23:39	20324.141;7344.559;244.335
12:23:39	20324.148;7344.556;244.338
12:23:39	20324.148;7344.556;244.338
12:23:39	20324.148;7344.556;244.338
12:23:39	20324.131;7344.553;244.332
12:24:00	20326.094;5955.237;244.552
12:24:00	20326.094;5955.237;244.552
12:24:00	20326.098;5955.237;244.553
12:24:01	20326.098;5955.237;244.553
12:24:09	20327.321;5983.539;244.443
12:24:10	20327.321;5983.539;244.443
12:24:10	20327.321;5983.539;244.443
12:24:10	20327.321;5983.539;244.443
12:24:10	20327.355;5983.530;244.441
12:24:15	20356.403;6060.907;244.265
12:24:21	20352.227;6118.081;244.138
12:24:21	20352.227;6118.081;244.138
12:26:55	20356.542;5968.469;244.097
12:26:55	20356.542;5968.469;244.097
12:26:55	20356.565;5968.501;244.098
12:26:59	20329.323;5964.476;244.239
12:26:59	20329.323;5964.476;244.239
12:26:59	20329.323;5964.476;244.239
12:31:10	20347.464;5825.728;243.243
12:31:10	20347.464;5825.728;243.243
12:31:10	20347.479;5825.740;243.285
12:31:18	19098.366;5875.085;244.319
12:31:18	19098.348;5875.083;244.307
12:31:18	19098.353;5875.079;244.304
12:31:19	19098.353;5875.079;244.304
12:31:23	19107.848;5856.149;198.640
12:31:23	19107.848;5856.149;198.640
12:31:23	19107.856;5856.137;198.638
12:31:23	19107.850;5856.110;198.638
12:31:24	19107.850;5856.110;198.638
12:31:30	19058.430;5846.867;199.574
12:31:30	19058.421;5846.890;199.596
12:31:30	19058.421;5846.890;199.596
12:31:30	19058.433;5846.884;199.605
12:31:30	19058.433;5846.884;199.605
12:31:35	19078.919;5820.356;213.821
12:31:35	19078.919;5820.356;213.821
12:31:35	19078.888;5820.364;213.803
12:31:42	17841.250;5843.828;244.321
12:31:48	17853.767;5867.862;196.411
12:31:49	17853.767;5867.895;196.373
12:31:57	17804.254;5838.643;200.956
12:31:57	17804.251;5838.603;200.935
12:31:57	17804.251;5838.603;200.935
12:32:01	17845.159;5830.466;244.291
12:32:03	17814.167;5825.525;244.456
12:32:06	17840.968;5817.553;193.573
12:32:07	17840.987;5817.560;193.587
12:32:07	17840.987;5817.560;193.587
12:32:07	17840.988;5817.554;193.591
12:32:07	17840.988;5817.554;193.591
12:32:10	17820.680;5817.588;214.913
12:32:10	17820.680;5817.588;214.913
12:32:23	19083.887;10327.362;209.815
12:32:23	19083.942;10327.345;209.791
12:32:29	19082.796;10327.230;209.254
12:32:42	19070.631;10289.936;244.321
12:32:50	19058.466;10289.073;197.554
12:32:50	19058.466;10289.073;197.554
12:32:50	19058.545;10289.776;197.569
12:32:58	19058.528;10282.194;229.333
12:33:03	19102.929;10238.628;244.703
12:33:03	19102.929;10238.628;244.703
12:33:18	19107.829;10298.154;239.477
12:33:19	19107.829;10298.154;239.477
12:33:22	19107.834;10297.240;195.766
12:33:23	19107.834;10297.240;195.766
12:33:25	19090.473;10327.193;239.153
12:33:25	19090.473;10327.193;239.153
12:33:28	19061.051;10327.488;159.557
12:33:40	17837.015;10324.194;237.988
12:33:46	17808.396;10326.132;151.354
12:33:51	17811.225;10303.170;244.250
12:33:54	17840.760;10300.838;244.292
12:34:00	17848.406;10297.540;234.067
12:34:09	17848.484;10297.780;198.184
12:34:09	17848.484;10297.780;198.184
12:34:16	17798.822;10299.964;196.712
12:34:16	17798.833;10300.007;196.683
12:34:20	17798.685;10303.114;234.655
12:34:27	17809.327;10038.545;244.188
12:34:30	17836.085;10046.844;244.323
